1
1	529	20	2500	100	108	108
1	530	18	2000	88	96	95
1	531	19	1500	68	72	78
1	532	16	1000	60	64	72
1	533	15	600	64	68	59
1	534	14	500	52	56	39
1	535	14	500	52	56	39
1	536	14	500	52	56	39
1	537	14	500	52	56	39
1	538	17	900	68	72	72
1	539	14	500	52	56	39
2	529	24	3000	113	122	116
2	530	22	2400	99	108	116
2	531	23	1800	77	81	84
2	532	19	1200	68	72	77
2	533	18	720	72	77	63
2	534	17	600	59	63	42
2	535	17	600	59	63	42
2	536	17	600	59	63	42
2	537	17	600	59	63	42
2	538	20	1080	77	81	77
2	539	17	600	59	63	42
3	529	32	3750	125	135	125
3	530	29	3000	110	120	110
3	531	30	2250	85	90	90
3	532	26	1500	75	80	83
3	533	24	900	80	85	68
3	534	22	750	65	70	45
3	535	22	750	65	70	45
3	536	22	750	65	70	45
3	537	22	750	65	70	45
3	538	27	1350	85	90	83
3	539	22	750	65	70	45
4	529	38	4500	138	149	133
4	530	34	3600	121	132	117
4	531	36	2700	94	99	96
4	532	30	1800	83	88	88
4	533	29	1080	88	94	72
4	534	27	900	72	77	48
4	535	27	900	72	77	48
4	536	27	900	72	77	48
4	537	27	900	72	77	48
4	538	32	1620	94	99	88
4	539	27	900	72	77	48
5	529	44	5250	150	162	141
5	530	40	4200	132	144	124
5	531	42	3150	102	108	102
5	532	35	2100	90	96	94
5	533	33	1260	96	102	77
5	534	31	1050	78	84	51
5	535	31	1050	78	84	51
5	536	31	1050	78	84	51
5	537	31	1050	78	84	51
5	538	37	1890	102	108	94
5	539	31	1050	78	84	51
6	529	50	6000	163	176	149
6	530	45	4800	143	156	131
6	531	48	3600	111	117	108
6	532	40	2400	98	104	99
6	533	38	1440	104	111	81
6	534	35	1200	85	91	54
6	535	35	1200	85	91	54
6	536	35	1200	85	91	54
6	537	35	1200	85	91	54
6	538	43	2160	111	117	99
6	539	35	1200	85	91	54
7	529	54	6750	175	189	158	
7	530	49	5400	154	168	139
7	531	51	4050	119	126	114
7	532	43	2700	105	112	105
7	533	41	1620	112	119	86
7	534	38	1350	91	98	57
7	535	38	1350	91	98	57
7	536	38	1350	91	98	57
7	537	38	1350	91	98	57
7	538	46	2430	119	126	105
7	539	38	1350	91	98	57
8	529	60	7500	188	203	166
8	530	54	6000	165	180	146
8	531	57	4500	128	135	120
8	532	48	3000	113	120	110
8	533	45	1800	120	128	90
8	534	42	1500	98	105	60
8	535	42	1500	98	105	60
8	536	42	1500	98	105	60
8	537	42	1500	98	105	60
8	538	51	2700	128	135	110
8	539	42	1500	98	105	60
9	529	66	10000	213	230	249
9	530	59	8000	187	204	219
9	531	63	6000	145	153	180
9	532	53	4000	128	136	165
9	533	50	2400	136	145	135
