1
1	48	137	224	1
1	48	136	220	1
1	48	138	215	1
1	48	135	211	1
1	48	136	206	1
1	48	136	202	1
1	48	137	197	1
1	37	142	196	1
1	37	148	195	1
1	37	154	195	1
1	37	159	195	1
1	37	157	199	1
1	37	160	204	1
1	37	159	209	1
1	37	161	198	1
1	37	160	216	1
1	37	160	222	1
1	37	157	225	1
1	37	141	225	1
1	37	145	225	1
1	38	149	225	1
1	38	152	224	1
1	38	145	220	1
1	38	148	222	1
1	38	154	219	1
1	38	154	213	1
1	38	155	207	1
1	38	154	201	1
1	38	149	198	1
1	38	141	201	1
1	38	140	206	1
1	38	140	215	1
1	38	139	210	1
1	38	145	210	1
1	38	140	220	1
1	38	143	225	1
1	38	148	213	1
1	38	145	210	1
1	180	145	210	1
1	180	143	216	1
1	180	143	216	1
1	180	149	210	1
1	180	144	213	1
1	180	150	214	1
1	180	144	218	1
1	180	143	202	1
1	180	152	199	1
1	180	156	206	1
1	180	147	200	1
1	180	152	214	1
1	180	149	205	1
1	180	155	207	1
1	180	155	214	1
2	67	198	224	1
2	67	199	220	1
2	67	198	215	1
2	67	197	211	1
2	67	199	206	1
2	67	199	202	1
2	67	198	197	1
2	67	200	196	1
2	67	208	195	1
2	67	212	195	1
2	192	217	195	1
2	192	215	199	1
2	192	218	204	1
2	192	217	209	1
2	192	220	198	1
2	192	219	216	1
2	192	219	222	1
2	192	216	225	1
2	192	199	225	1
2	192	203	225	1
2	192	207	225	1
2	192	201	224	1
2	192	199	220	1
2	192	198	222	1
2	71	209	219	1
2	71	208	213	1
2	71	210	207	1
2	71	214	201	1
2	71	218	198	1
2	71	215	201	1
2	71	211	206	1
2	71	198	215	1
2	71	197	210	1
2	71	217	210	1
2	71	218	220	1
2	71	222	225	1
2	71	224	213	1
2	71	223	210	1
2	71	224	210	1
2	71	223	216	1
2	69	223	216	1
2	69	222	210	1
2	69	220	213	1
2	69	211	214	1
2	69	213	218	1
2	69	218	202	1
2	69	215	199	1
2	69	217	206	1
2	69	219	200	1
2	69	221	214	1
2	69	223	205	1
2	69	222	207	1
2	69	224	214	1
3	73	137	162	1
3	73	136	158	1
3	73	138	153	1
3	73	135	149	1
3	73	136	144	1
3	73	136	140	1
3	73	137	135	1
3	73	142	134	1
3	73	148	133	1
3	73	154	133	1
3	73	159	133	1
3	73	157	137	1
3	73	160	142	1
3	74	159	147	1
3	74	161	136	1
3	74	160	154	1
3	74	160	160	1
3	74	157	163	1
3	74	141	163	1
3	74	145	163	1
3	74	149	163	1
3	74	152	162	1
3	74	145	158	1
3	74	148	160	1
3	74	154	157	1
3	74	154	151	1
3	74	155	145	1
3	74	154	139	1
3	74	149	136	1
3	74	141	139	1
3	293	140	144	1
3	293	140	153	1
3	293	139	148	1
3	293	145	138	1
3	293	140	158	1
3	293	143	163	1
3	293	148	151	1
3	293	145	148	1
3	293	145	148	1
3	293	143	154	1
3	293	143	154	1
3	293	149	148	1
3	61	144	151	1
3	61	150	152	1
3	61	144	156	1
3	61	143	144	1
3	61	152	141	1
3	61	156	148	1
3	61	147	142	1
3	61	152	156	1
3	61	149	143	1
3	61	155	145	1
3	61	155	152	1
4	196	198	162	1
4	196	199	158	1
4	196	198	153	1
4	196	197	149	1
4	196	199	144	1
4	196	199	140	1
4	196	198	135	1
4	196	200	134	1
4	196	208	133	1
4	196	212	133	1
4	196	217	133	1
4	196	215	137	1
4	143	218	142	1
4	143	217	147	1
4	143	220	136	1
