0 //Sunday

//Stage		Trap		Monster		X	Y	Count	Dir
0		0		513		77	68	5	3
0		0		513		78	62	2	3
0		0		514		71	61	3	3
0		0		514		70	68	5	3
0		0		517		70	74	3	3
0		0		515		61	74	2	3
0		0		515		62	67	3	3
0		0		516		62	62	4	3
0		0		516		54	68	3	3
0		0		526		66	65	1	3
0		0		526		66	71	1	3
1		0		516		32	182	5	3
1		0		515		33	187	3	3
1		0		517		37	187	4	3
1		0		516		28	187	3	3
1		0		516		30	191	2	3
1		0		517		38	191	3	3
1		0		517		45	191	4	3
1		0		518		23	187	3	3
1		0		518		47	188	2	3
1		0		519		42	188	3	3
1		0		519		25	182	4	3
2		0		519		162	132	5	3
2		0		520		168	132	5	3
2		0		520		174	132	5	3
2		0		520		180	132	5	3
2		0		521		186	132	5	3
2		0		521		191	132	5	3
2		0		521		194	132	5	3
//Traps
0		1		523		44	74	1	3
0		1		523		44	69	1	3
0		1		523		37	66	1	3
0		1		523		37	70	1	3
0		1		523		29	67	1	3
0		1		523		29	75	1	3
0		1		523		34	75	1	3
0		1		523		33	80	1	3
0		1		523		33	86	1	3
0		1		523		29	84	1	3
1		1		523		58	190	1	3
1		1		523		64	190	1	3
1		1		523		69	190	1	3
1		1		523		69	184	1	3
1		1		523		69	179	1	3
1		1		523		68	175	1	3
1		1		523		68	171	1	3
2		1		523		204	131	1	3
2		1		523		208	132	1	3
2		1		523		213	132	1	3
2		1		523		217	133	1	3
2		1		523		225	135	1	3
2		1		523		224	140	1	3
2		1		523		224	145	1	3
2		1		523		225	150	1	3
2		1		523		225	153	1	3
//Gates
0		2		525		81 	68	1	3
0		2		525		50	69	1	3
0		2		525		32 	90	1	1
1		2		524		52 	191	1	3
1		2		525		34 	176	1	1
1		2		527		69 	166	1	1
2		2		528		156 	132	1	3
2		2		528		197 	132	1	3
2		2		528		225 	159	1	1
3		2		528		214 	24	1	3
//Boss
2		0		505		165	131	1	3
3		0		504		187	24	1	4
end

1 //Monday

//Stage		Trap		Monster		X	Y	Count	Dir
0		0		512		233	50	5	3
0		0		513		235	43	2	3
0		0		514		241	45	3	3
0		0		512		239	36	4	3
0		0		513		230	37	3	3
0		0		514		224	35	2	3
0		0		512		225	41	3	3
0		0		513		232	42	4	3
0		0		514		234	33	3	3
0		0		526		229	51	1	3
0		0		526		238	51	1	3
1		0		516		188	20	2	3
1		0		515		183	19	3	3
1		0		517		183	19	4	3
1		0		516		176	20	3	3
1		0		515		172	24	2	3
1		0		517		174	31	3	3
1		0		516		179	31	4	3
1		0		515		184	31	3	3
1		0		517		189	29	2	3
1		0		516		185	25	3	3
1		0		515		177	24	4	3
//Traps
0		1		523		232	61	5	3
0		1		523		225	66	5	3
0		1		523		219	68	5	3
0		1		523		220	75	5	3
0		1		523		220	83	5	3
1		1		523		160	25	5	3
1		1		523		155	27	5	3
1		1		523		155	32	5	3
1		1		523		155	37	5	3
1		1		523		155	44	5	3
1		1		523		155	50	5	3
//Gates
0		2		524		234 	29	1	1
0		2		524		233 	55	1	1
0		2		524		215 	80	1	3
1		2		525		194 	25	1	3
1		2		525		166 	25	1	3
1		2		525		154 	53	1	1
2		2		525		180	79	1	1
//Boss
2		0		508		182	92	1	3
end

2 //Tuesday

//Stage		Trap		Monster		X	Y	Count	Dir
//Gates
0		2		524		50	65	1	3
0		2		525		75	67	1	3
0		2		527		19	65	1	3
1		2		527		37	93	1	1
1		2		524		41	117	1	1
1		2		527		55	154	1	1
2		2		525		107	112	1	3
//Monsters
0		0		512		55	64	4	3
0		0		513		59	68	5	3
0		0		514		59	72	4	3
0		0		515		58	60	4	3
0		0		516		60      57	4	3
0		0		517		68	67	4	3
0		0		516		69	60	3	3
0		0		515		69	70	3	3
0		0		514		70	68	2	3
0		0		513		66	59	2	3
0		0		512		70	65	2	1
0		0		513		67	58	2	1
1		0		515		36	97	4	3
1		0		516		45	97	5	3
1		0		517		39	103	4	3
1		0		516		33	104	4	3
1		0		516		43      105	4	3
1		0		516		45	111	4	3
1		0		515		40	112	3	3
1		0		518		31	112	3	3
1		0		516		30	100	2	3
1		0		517		46	100	2	3
1		0		517		42	107	2	3
1		0		518		35	100	2	3
//Traps		
0		1		523		45	65	1	2
0		1		523		40	65	1	2
0		1		523		35	65	1	2
0		1		523		30	65	1	2
1		1		523		41	120	1	2
1		1		523		41	124	1	2
1		1		523	        45	128	1	4
1		1		523		49	128	1	4
1		1		523		54	129	1	6
1		1		523		54	134	1	6
//Boss
2		0		509		95	109	1	4
end

3 //Wednesday

//Stage		Trap		Monster		X	Y	Count	Dir
0		0		512		142	191	5	3
0		0		513		142	196	2	3
0		0		514		141	186	3	3
0		0		512		136	182	4	3
0		0		513		135	188	3	3
0		0		514		138	200	2	3
0		0		512		131	199	3	3
0		0		513		129	195	4	3
0		0		514		128	185	3	3
0		0		526		126	192	4	3
0		0		526		132	191	2	3
1		0		516		222	139	5	3
1		0		515		228	138	3	3
1		0		517		230     142	4	3
1		0		516		217	138	3	3
1		0		515		216	142	2	3
1		0		517		223	146	5	3
1		0		516		228	147	4	3
1		0		515		217	147	3	3
1		0		517		223	153	2	3
1		0		516		229	154	3	3
1		0		515		216	154	3	3
//Traps
0		1		523		113	194	1	3
0		1		523		112	119	1	3
0		1		523		108	203	1	3
0		1		523		98	204	1	3
0		1		523		93	203	1	3
0		1		523		93	198	1	3
0		1		523		94	194	1	3
0		1		523		93	190	1	3
0		1		523		97	187	1	3
0		1		523		109	87	1	3
0		1		523		114	89	1	3
1		1		523		223	165	1	3
1		1		523		222	169	1	3
1		1		523		223	174	1	3
1		1		523		223	190	1	3
//Gates
0		2		525		146 	191	1	3
0		2		527		119 	192	1	3
0		2		525		89 	195	1	3
1		2		528		222 	134	1	1
1		2		528		222 	160	1	1
1		2		527		223	193	1	1
2		2		525		167	217	1	1
//Boss
2		0		510		168	228	1	6
end

4 //Thursday

//Stage		Trap		Monster		X	Y	Count	Dir
0		0		512		233	50	5	3
0		0		513		235	43	2	3
0		0		515		241	45	3	3
0		0		512		239	36	4	3
0		0		518		230	37	3	3
0		0		514		224	35	2	3
0		0		517		225	41	3	3
0		0		513		232	42	4	3
0		0		514		234	33	3	3
0		0		526		229	51	1	3
0		0		526		238	51	1	3
1		0		516		188	20	2	3
1		0		515		183	19	3	3
1		0		517		183	19	4	3
1		0		516		176	20	3	3
1		0		515		172	24	2	3
1		0		520		174	31	3	3
1		0		516		179	31	4	3
1		0		520		184	31	3	3
1		0		517		189	29	2	3
