//Box of Luck Drop
//	type,	index,	level,	skill,	option
	0	6	9	1	1	1
	0	7	9	1	1	1
	0	8	9	1	1	1
	0	9	9	1	1	1
	0	5	9	1	1	1
	1	3	9	1	1	1
	1	4	9	1	1	1
	1	5	9	1	1	1
	2	2	9	1	1	1
	3	6	9	1	1	1
	3	1	9	1	1	1
	3	3	9	1	1	1
	4	2	9	1	1	1
	4	10	9	1	1	1
	4	3	9	1	1	1
	5	1	9	1	1	1
	5	2	9	1	1	1
	6	6	9	1	1	1
	6	10	9	1	1	1
	6	3	9	1	1	1
	6	9	9	1	1	1
	7	0	9	1	1	1
	7	6	9	1	1	1
	7	4	9	1	1	1
	7	11	9	1	1	1
	8	0	9	1	1	1
	8	6	9	1	1	1
	8	4	9	1	1	1
	8	11	9	1	1	1
	9	0	9	1	1	1
	9	6	9	1	1	1
	9	4	9	1	1	1
	9	11	9	1	1	1
	10	0	9	1	1	1
	10	6	9	1	1	1
	10	4	9	1	1	1
	10	11	9	1	1	1
	11	0	9	1	1	1
	11	6	9	1	1	1
	11	4	9	1	1	1
	11	11	9	1	1	1

//¾Ç¼¼»ç¸®
	13	0	0	0	0	0
	13	1	0	0	0	0
	13	2	0	0	0	0
	13	8	0	0	0	2
	13	9	0	0	0	2
	13	12	0	0	0	2
	13	13	0	0	0	2

//º¸¼®
	14	13	0	0	0	0
	14	14	0	0	0	0
	14	17	6	0	0	0

//	È¥¼®
	12	15	0	0	0	0
